AGEP,SEX,RAC1P,HISP,SCHL,PINCP,MAR,ST,MIL,DIS,CIT,ENG,NP,JWTRNS,ESR,HINS1,TEN,PWGTP,state
10,2,6,1,8,-19999,5,6,0,2,1,1,3,0,0,1,2,74,06
18,2,1,1,16,300,5,6,4,2,1,0,6,0,6,2,3,271,06
94,1,1,1,2,0,2,6,4,2,1,0,1,0,6,2,4,45,06
80,1,9,2,9,50400,1,6,4,2,4,3,2,0,6,1,2,244,06
33,2,9,2,16,30000,5,6,4,2,1,1,4,1,1,2,3,158,06
51,2,1,1,21,45600,3,6,2,2,1,0,1,1,1,2,1,84,06
51,2,8,2,17,51000,5,6,4,2,5,3,2,1,1,1,3,55,06
25,1,1,1,21,56000,5,6,4,2,1,0,2,1,1,1,3,90,06
36,2,9,1,21,70000,5,6,4,2,1,0,2,10,1,2,1,137,06
66,1,1,1,22,61000,1,6,4,1,1,0,3,11,1,1,1,91,06
2,1,1,1,0,-19999,5,6,0,2,1,0,3,0,0,1,1,93,06
16,1,9,1,12,5800,5,6,0,2,1,0,7,0,6,2,3,204,06
67,1,1,1,16,41300,5,6,4,1,1,0,4,0,6,2,2,247,06
0,1,9,2,0,-19999,5,6,0,2,1,0,5,0,0,1,3,310,06
48,2,9,2,19,120000,3,6,4,2,1,0,2,1,1,1,1,71,06
69,2,6,1,16,10800,1,6,4,1,4,1,3,0,6,2,1,49,06
33,2,2,1,21,5000,5,6,4,2,1,0,1,0,6,2,3,190,06
7,1,6,1,4,-19999,5,6,0,2,1,1,4,0,0,1,1,157,06
46,1,8,2,20,14500,5,6,4,1,5,2,1,1,1,2,0,123,06
44,1,8,2,17,64000,1,6,4,2,1,0,4,0,3,1,3,189,06
27,1,9,1,21,97000,1,6,4,2,1,0,2,1,1,1,3,107,06
71,2,1,1,19,18000,3,6,4,1,1,0,1,0,6,2,4,177,06
28,2,6,1,21,100000,5,6,4,2,1,0,1,3,1,1,1,91,06
18,2,1,1,16,7500,5,6,4,2,1,0,7,1,1,1,1,180,06
18,2,1,1,16,12400,5,6,4,2,1,0,3,1,1,2,3,227,06
25,2,8,2,16,0,1,6,4,2,1,0,10,0,6,2,2,85,06
35,1,1,1,20,50000,1,6,4,2,1,0,3,1,1,1,2,477,06
47,1,8,2,16,42000,5,6,2,2,4,1,7,1,1,2,1,108,06
69,1,1,1,21,424000,1,6,4,2,1,0,2,1,1,2,2,75,06
16,2,8,2,14,2000,5,6,0,2,1,1,4,10,1,2,3,137,06
21,2,1,1,15,35000,5,6,4,2,1,0,4,1,1,1,1,175,06
33,1,1,1,23,226000,5,6,4,2,1,0,2,1,1,1,1,113,06
20,1,1,1,19,2000,5,6,4,2,1,1,4,0,2,2,2,88,06
25,1,8,2,16,42000,5,6,4,2,1,1,2,1,1,1,3,102,06
80,2,3,2,9,6000,1,6,4,2,4,4,2,0,6,2,3,40,06
44,2,8,7,8,2700,5,6,4,2,5,3,4,0,6,2,3,139,06
9,2,1,1,5,-19999,5,6,0,2,1,0,6,0,0,1,1,314,06
26,1,8,2,15,90000,1,6,4,2,1,1,4,0,3,2,2,162,06
68,1,6,1,21,69000,3,6,4,2,1,0,4,0,3,2,3,71,06
53,2,8,2,1,0,1,6,4,2,5,4,7,0,6,2,1,141,06
11,1,9,2,8,-19999,5,6,0,2,1,0,3,0,0,1,3,92,06
10,2,1,2,6,-19999,5,6,0,2,1,0,5,0,0,1,3,40,06
29,2,1,1,21,80000,5,6,4,2,1,0,3,1,1,1,1,271,06
6,1,9,2,3,-19999,5,6,0,2,1,0,3,0,0,1,3,132,06
0,1,1,1,0,-19999,5,6,0,2,1,0,4,0,0,1,1,126,06
11,1,3,2,7,-19999,5,6,0,2,1,0,9,0,0,2,1,107,06
61,2,9,2,19,58700,3,6,4,2,1,1,3,11,1,1,2,73,06
41,1,1,1,19,310000,1,6,4,2,1,0,4,1,1,1,3,95,06
29,2,1,1,20,48000,1,6,4,2,4,0,2,1,1,1,3,59,06
55,1,8,2,9,25000,1,6,4,2,4,1,7,1,1,2,3,152,06
14,1,9,2,12,-19999,5,6,0,2,1,1,5,0,0,2,3,84,06
62,2,1,1,19,39000,5,6,4,1,1,0,1,0,6,1,3,127,06
69,1,9,2,9,39000,1,6,4,1,5,3,3,1,1,2,2,58,06
51,1,9,2,9,75000,1,6,4,2,4,1,6,1,1,2,3,164,06
41,1,1,1,19,0,5,6,4,1,1,0,1,0,6,1,0,101,06
27,2,8,1,21,0,5,6,4,2,1,0,5,0,6,2,3,90,06
57,2,1,1,21,80000,1,6,4,2,1,0,5,11,1,1,1,152,06
58,2,1,1,21,28000,1,6,4,2,5,0,2,1,1,1,1,114,06
14,1,6,1,10,-19999,5,6,0,2,1,0,6,0,0,1,1,55,06
29,1,9,1,17,40000,5,6,4,2,1,0,6,1,1,2,1,341,06
28,2,1,1,22,57000,5,6,4,2,1,0,2,11,1,1,3,63,06
21,1,2,1,16,1000,5,6,4,2,1,0,4,0,6,1,1,165,06
9,1,9,2,7,-19999,5,6,0,2,1,0,4,0,0,1,3,542,06
68,2,1,1,21,16600,1,6,4,2,1,0,2,0,6,1,1,57,06
5,1,1,2,1,-19999,5,6,0,2,1,1,6,0,0,2,2,68,06
51,1,9,1,21,350000,3,6,4,2,1,0,4,12,1,2,1,58,06
9,1,9,2,5,-19999,5,6,0,2,1,1,3,0,0,2,3,80,06
20,1,1,1,16,80,5,6,4,2,1,3,4,0,6,1,1,236,06
23,1,6,1,16,19800,5,6,4,2,5,0,3,1,1,2,3,80,06
64,1,1,1,18,78000,1,6,4,2,1,0,3,10,1,1,1,124,06
56,2,9,2,21,73000,1,6,4,2,1,0,6,11,1,1,2,35,06
29,1,1,1,19,21600,5,6,4,2,1,0,4,1,1,2,3,235,06
17,2,1,1,14,0,5,6,4,1,1,0,4,0,6,2,1,83,06
26,2,8,9,19,14700,5,6,4,2,1,1,4,11,1,2,3,204,06
39,2,1,1,20,9600,1,6,4,2,1,0,4,0,3,1,2,36,06
15,1,9,24,12,0,5,6,0,2,1,0,4,0,0,1,1,140,06
44,2,1,1,20,32000,1,6,4,2,1,0,3,1,1,1,1,153,06
7,2,1,2,5,-19999,5,6,0,2,1,0,4,0,0,1,1,416,06
74,2,9,3,16,13100,1,6,4,2,1,0,2,0,6,1,2,58,06
2,1,1,2,0,-19999,5,6,0,2,1,0,10,0,0,2,1,71,06
44,2,1,11,20,120000,1,6,4,2,1,1,5,1,1,1,1,31,06
19,2,2,1,18,0,5,6,4,2,1,0,1,0,3,2,3,62,06
9,2,8,2,6,-19999,5,6,0,2,1,2,7,0,0,2,3,149,06
34,2,1,1,21,49000,1,6,4,2,1,0,2,0,3,1,3,235,06
59,1,1,1,21,325000,1,6,4,2,1,0,2,11,1,1,2,239,06
22,1,8,2,19,9200,5,6,4,2,1,1,5,0,6,1,1,141,06
78,1,7,1,22,50700,1,6,2,1,1,0,2,0,6,2,1,45,06
75,2,1,1,22,74900,1,6,4,2,1,0,2,0,6,2,2,62,06
63,1,1,1,21,241700,1,6,4,2,1,0,4,11,1,1,1,53,06
88,2,6,1,6,9600,1,6,4,1,4,4,2,0,6,2,3,405,06
15,1,9,2,13,0,5,6,0,2,1,1,6,0,0,1,1,67,06
55,2,6,1,21,58000,1,6,4,2,5,1,7,0,2,1,3,51,06
36,1,8,2,20,77000,1,6,2,2,1,0,5,0,2,1,1,111,06
30,1,6,1,21,40000,5,6,4,2,4,1,8,1,1,1,1,68,06
77,1,8,11,4,13500,1,6,4,1,4,3,4,0,6,2,3,186,06
57,1,6,2,19,44500,1,6,4,2,1,0,4,10,1,1,2,304,06
8,1,8,2,4,-19999,5,6,0,2,1,1,7,0,0,2,3,143,06
47,1,6,1,21,123400,1,6,4,2,5,1,4,1,1,1,1,81,06
48,1,1,1,16,120000,5,6,4,2,5,1,2,0,2,2,3,447,06
48,2,9,2,19,60000,5,6,4,2,1,1,8,1,1,1,1,98,06
28,1,1,1,21,20000,1,6,4,2,1,0,2,1,1,1,1,163,06
27,2,6,1,21,123000,5,6,4,2,1,2,8,11,1,1,2,153,06
57,1,8,2,19,34000,1,6,4,2,4,1,4,0,2,1,1,50,06
74,2,1,1,6,9300,5,6,4,1,1,0,1,0,6,2,0,45,06
33,1,1,1,20,7500,5,6,4,2,1,0,6,1,1,1,1,133,06
40,1,9,2,20,50000,1,6,4,2,1,0,4,1,1,1,2,192,06
6,2,1,2,3,-19999,5,6,0,2,1,1,3,0,0,1,3,254,06
51,2,1,1,22,2360,3,6,4,1,4,1,2,0,6,1,1,118,06
21,2,1,1,16,10000,1,6,4,2,1,0,2,1,1,2,3,324,06
24,1,6,1,21,3000,5,6,4,2,1,0,6,1,1,1,2,79,06
40,1,1,1,21,60000,3,6,4,2,1,0,2,0,6,2,1,86,06
47,2,1,1,21,120000,1,6,4,2,1,0,4,11,1,1,2,51,06
17,2,9,4,14,0,5,6,4,2,1,3,3,0,6,1,1,50,06
64,1,6,1,22,125000,1,6,4,2,1,0,5,1,1,1,2,308,06
3,1,9,1,2,-19999,5,6,0,2,1,0,5,0,0,1,1,119,06
38,2,1,1,21,50000,5,6,4,2,3,1,4,11,1,1,1,268,06
31,2,1,1,22,150000,5,6,4,2,1,0,3,1,1,2,3,160,06
67,2,1,1,16,0,3,6,4,1,1,0,1,0,6,1,0,12,06
27,2,9,8,16,2200,1,6,4,2,1,1,5,0,6,1,1,348,06
34,1,8,2,1,20000,5,6,4,2,5,4,2,12,1,2,3,105,06
48,2,1,1,16,0,5,6,4,2,1,0,3,0,6,2,2,79,06
36,1,6,1,23,273000,1,6,4,2,1,0,3,11,1,1,3,60,06
40,1,1,1,22,11200,5,6,4,2,1,0,3,0,3,2,3,220,06
45,1,1,1,16,135000,1,6,4,2,1,0,4,1,1,1,3,347,06
7,1,8,11,4,-19999,5,6,0,2,5,1,5,0,0,2,3,268,06
85,2,1,1,16,14500,1,6,4,1,1,0,4,0,6,1,1,62,06
30,1,1,1,19,65000,5,6,4,2,4,1,1,1,1,2,3,218,06
49,1,6,1,19,144000,1,6,4,2,1,0,5,1,1,1,1,112,06
41,2,1,1,22,120000,1,6,4,2,1,0,4,1,1,1,1,69,06
62,2,8,2,16,0,1,6,4,2,5,3,2,0,6,1,3,260,06
30,2,9,24,22,75000,5,6,4,2,1,0,2,12,1,1,3,400,06
72,1,6,1,11,11800,1,6,4,1,4,4,2,0,6,2,3,82,06
5,2,1,1,1,-19999,5,6,0,2,1,0,3,0,0,2,1,413,06
56,1,1,1,20,206000,1,6,4,2,1,0,2,1,1,1,1,266,06
60,2,8,11,13,38000,5,6,4,2,5,3,4,1,1,1,3,151,06
25,2,1,1,21,30000,5,6,4,2,1,0,2,1,1,1,3,311,06
58,1,8,2,12,19200,2,6,4,2,5,3,3,1,1,2,3,91,06
2,2,1,1,0,-19999,5,6,0,2,1,0,4,0,0,2,3,82,06
94,1,1,1,19,130600,2,6,2,2,4,0,1,0,6,2,2,90,06
42,2,2,1,19,70000,5,6,4,2,1,0,1,1,1,1,1,312,06
64,1,8,2,19,0,1,6,4,2,4,2,2,0,6,2,2,60,06
62,1,8,2,19,14000,5,6,2,2,1,0,4,1,1,2,3,62,06
55,2,9,2,6,27000,3,6,4,2,5,2,5,10,1,2,3,267,06
51,2,6,1,22,110000,1,6,4,2,4,1,5,1,1,1,1,235,06
39,2,6,1,19,27940,1,6,4,2,4,1,3,0,6,1,1,189,06
34,1,8,2,16,22200,5,6,4,2,1,2,2,1,1,1,1,436,06
30,1,9,2,16,48400,1,6,4,2,1,1,2,1,1,1,3,130,06
62,2,1,1,15,0,3,6,4,2,1,0,2,0,6,2,1,101,06
19,1,8,11,16,6000,5,6,4,2,1,0,4,1,1,2,3,48,06
41,1,8,7,9,26000,1,6,4,2,5,3,3,1,1,2,3,547,06
1,2,9,9,0,-19999,5,6,0,2,1,0,5,0,0,2,1,53,06
67,1,1,1,22,180500,1,6,4,2,1,0,2,0,6,2,1,67,06
15,1,9,1,12,0,5,6,0,2,1,0,4,0,0,1,1,94,06
44,1,6,1,20,35000,1,6,4,2,4,1,3,1,1,2,1,465,06
37,2,1,1,21,15000,1,6,4,2,1,0,6,11,1,1,1,134,06
26,1,1,1,18,30000,5,6,4,1,1,0,3,1,1,2,3,116,06
4,1,6,1,1,-19999,5,6,0,2,1,0,4,0,0,2,3,73,06
29,1,1,1,21,30000,1,6,4,2,1,0,2,0,6,2,3,375,06
26,2,6,1,21,36500,5,6,4,2,1,1,2,1,1,1,3,93,06
56,1,1,1,22,135000,1,6,4,2,1,0,3,1,1,1,3,133,06
56,2,1,1,18,27000,1,6,4,2,1,0,3,0,6,1,1,59,06
3,1,8,2,1,-19999,5,6,0,2,1,0,4,0,0,2,3,200,06
31,2,6,1,24,0,1,6,4,2,1,0,4,0,6,1,1,61,06
8,1,1,1,4,-19999,5,6,0,2,1,0,5,0,0,2,3,376,06
36,1,6,2,16,20000,1,6,4,2,1,0,5,1,1,2,3,321,06
21,1,1,1,16,26300,1,6,1,1,1,0,2,11,4,2,3,291,06
21,1,8,2,16,0,5,6,4,2,1,1,5,0,6,2,1,159,06
65,2,1,1,16,233000,1,6,4,2,1,0,3,1,1,1,1,77,06
42,1,6,1,23,95000,1,6,2,2,4,1,4,11,1,1,1,194,06
61,2,6,1,23,115000,1,6,4,2,4,1,2,1,1,1,1,75,06
69,1,1,2,16,17200,5,6,2,2,1,0,2,0,6,2,3,171,06
16,1,8,2,13,0,5,6,0,2,3,1,7,0,6,2,3,450,06
41,2,2,1,21,9200,1,6,2,2,1,0,3,0,6,2,3,170,06
47,1,9,2,15,55000,1,6,4,2,4,1,2,11,1,2,3,202,06
75,2,1,1,19,25200,2,6,4,2,5,1,2,11,1,2,4,246,06
1,1,3,2,0,-19999,5,6,0,2,1,0,4,0,0,1,1,79,06
40,2,3,2,15,20000,5,6,4,2,1,0,5,1,1,2,2,73,06
19,1,8,2,19,22000,5,6,4,2,1,1,6,12,1,2,3,80,06
15,1,1,1,12,0,5,6,0,2,1,1,4,0,0,1,1,60,06
21,1,8,2,16,3300,5,6,4,2,5,1,6,0,6,2,3,148,06
61,2,1,1,7,11000,3,6,4,2,1,0,1,0,6,2,3,65,06
38,1,1,1,19,78000,1,6,4,2,1,0,4,1,1,1,3,238,06
68,1,6,1,22,125000,5,6,4,2,4,2,2,1,1,1,3,99,06
9,2,1,1,5,-19999,5,6,0,2,3,1,4,0,0,2,1,159,06
18,2,8,2,16,4300,5,6,4,2,1,1,5,1,1,2,1,212,06
40,1,1,2,15,23000,1,6,4,2,5,3,6,1,1,2,3,353,06
27,2,9,2,19,47000,1,6,4,2,4,1,3,1,1,1,1,381,06
36,2,6,1,22,0,1,6,4,2,5,2,3,0,6,1,3,180,06
49,2,8,11,10,41000,5,6,4,2,4,2,8,1,1,2,1,133,06
83,1,1,1,22,245000,2,6,4,2,1,0,3,0,6,2,2,55,06
46,2,6,1,23,278000,1,6,4,2,1,0,4,1,1,1,2,193,06
88,2,2,1,24,16800,5,6,4,2,4,0,1,0,6,2,1,101,06
40,1,2,1,19,60000,1,6,4,2,1,0,2,1,1,1,1,320,06
52,1,1,1,20,144000,5,6,4,2,1,0,2,1,1,1,1,282,06
17,1,1,1,13,2000,5,6,4,2,1,0,4,10,1,2,3,88,06
0,1,8,2,0,-19999,5,6,0,2,1,0,8,0,0,1,3,380,06
73,2,6,1,10,34210,2,6,4,1,4,3,2,0,6,2,2,61,06
66,1,9,2,19,113000,1,6,2,2,4,2,4,0,6,1,2,85,06
51,2,6,1,21,67500,3,6,4,2,1,0,1,11,1,1,1,288,06
23,2,9,2,18,17000,5,6,4,1,1,0,3,1,1,1,2,74,06
19,2,1,1,16,960,5,6,4,2,1,0,4,0,6,2,1,84,06
61,1,2,1,16,30320,5,6,4,1,1,0,3,0,6,1,3,451,06
40,1,3,2,16,61000,1,6,4,2,1,1,3,1,1,1,3,137,06
10,1,1,1,6,-19999,5,6,0,2,1,0,4,0,0,2,3,126,06
47,1,6,1,22,68000,1,6,4,2,1,0,2,1,1,1,1,52,06
12,2,1,1,9,-19999,5,6,0,2,1,0,4,0,0,1,3,139,06
46,2,9,24,18,192000,1,6,4,2,1,0,3,1,1,1,3,117,06
38,2,6,1,21,90000,5,6,4,2,4,1,2,1,1,1,3,61,06
34,1,9,2,22,90000,1,6,4,2,1,0,4,1,1,1,3,85,06
40,1,9,2,16,44600,5,6,4,2,1,0,3,1,1,1,2,177,06
42,2,1,1,1,7600,1,6,4,2,5,0,1,0,6,1,0,73,06
9,2,6,1,6,-19999,5,6,0,2,1,1,6,0,0,1,2,55,06
42,1,8,2,1,23000,1,6,4,2,5,2,10,1,1,2,2,74,06
7,1,1,1,4,-19999,5,6,0,2,1,0,4,0,0,2,1,37,06
36,2,8,2,16,30000,1,6,4,2,1,4,5,0,3,2,3,63,06
21,1,1,1,19,9600,5,6,4,2,1,0,4,1,1,1,1,103,06
48,2,6,2,7,30000,1,6,4,2,5,3,4,1,1,2,2,330,06
52,2,9,2,16,27400,1,6,4,1,4,1,5,0,6,1,3,142,06
1,2,1,2,0,-19999,5,6,0,2,1,0,6,0,0,1,3,142,06
67,1,1,1,19,41300,1,6,4,2,1,0,2,0,6,2,3,79,06
15,2,1,1,13,0,5,6,0,2,1,0,5,0,0,1,1,123,06
66,1,9,2,1,10300,1,6,4,1,4,4,9,0,6,2,1,141,06
31,1,6,1,21,75000,1,6,4,2,3,1,2,1,1,1,1,57,06
24,1,8,2,16,35000,5,6,4,2,1,2,10,1,1,1,1,225,06
69,2,1,1,20,12000,2,6,4,2,1,0,1,0,6,2,2,81,06
18,1,9,2,14,0,5,6,4,2,1,0,4,0,6,1,1,302,06
32,2,6,1,21,46200,5,6,4,2,4,1,4,1,1,1,3,64,06
63,2,1,1,12,50000,1,6,4,2,1,0,2,1,1,1,1,142,06
38,1,3,2,20,10100,5,6,4,2,4,3,5,0,6,2,3,187,06
1,1,9,2,0,-19999,5,6,0,2,1,0,4,0,0,2,3,102,06
53,1,2,1,21,1600,1,6,4,2,4,0,6,1,1,1,1,337,06
61,1,2,1,20,87400,3,6,2,1,1,0,4,0,6,2,1,82,06
37,1,1,1,22,204400,5,6,4,2,4,1,1,5,1,1,3,95,06
60,1,9,2,19,86000,1,6,4,2,1,0,2,0,2,1,1,120,06
16,2,1,1,13,0,5,6,0,2,1,0,3,0,6,2,2,196,06
57,2,8,2,13,29000,1,6,4,2,4,2,2,1,1,1,1,102,06
10,2,2,1,7,-19999,5,6,0,2,1,0,2,0,0,2,3,476,06
1,1,1,1,0,-19999,5,6,0,2,1,0,3,0,0,1,1,90,06
65,2,1,1,21,22000,1,6,4,1,1,1,3,0,6,2,2,198,06
25,2,8,2,18,14400,5,6,4,2,1,1,7,0,3,1,3,156,06
44,2,1,1,22,118000,1,6,4,2,1,0,5,1,1,1,1,102,06
28,2,8,2,18,0,1,6,4,2,1,2,2,0,6,2,2,51,06
59,1,1,1,16,20000,3,6,2,2,1,0,1,1,1,2,3,77,06
22,1,2,1,19,33600,5,6,4,2,1,0,2,1,1,2,3,274,06
80,2,9,23,16,9500,2,6,4,2,1,1,1,0,6,2,3,61,06
22,1,2,1,20,0,5,6,4,2,5,1,4,0,3,2,3,76,06
64,2,1,1,21,0,1,6,4,2,4,2,2,0,6,2,2,90,06
3,1,1,1,1,-19999,5,6,0,2,1,0,5,0,0,2,3,68,06
5,2,6,1,2,-19999,5,6,0,2,1,3,7,0,0,2,3,88,06
49,2,9,7,16,30000,1,6,4,2,5,1,4,1,1,2,3,181,06
40,2,1,2,16,5000,5,6,4,2,5,1,3,11,1,2,1,258,06
46,2,1,1,22,80000,1,6,4,2,1,0,4,1,1,1,1,63,06
19,2,1,1,16,0,5,6,4,2,1,0,3,0,6,1,3,102,06
40,1,9,2,16,60000,5,6,4,2,1,1,4,1,1,1,3,268,06
44,1,1,1,22,105000,1,6,4,2,5,0,2,1,1,2,1,213,06
32,2,8,2,19,30000,5,6,4,2,1,0,2,1,1,1,3,165,06
58,1,8,2,16,156000,1,6,4,2,4,3,2,11,1,1,1,142,06
10,1,6,1,7,-19999,5,6,0,2,1,1,4,0,0,1,1,165,06
72,2,6,1,16,6100,1,6,4,2,4,2,2,0,6,2,2,64,06
51,2,8,7,16,16000,3,6,4,2,4,3,2,1,1,2,3,234,06
25,1,9,2,19,24600,5,6,4,2,1,0,6,2,1,2,3,358,06
34,2,1,1,16,48000,1,6,4,2,1,0,4,1,1,1,3,190,06
18,2,1,1,16,30000,5,6,4,2,1,0,4,1,1,1,1,224,06
3,2,8,2,2,-19999,5,6,0,2,1,0,6,0,0,1,3,128,06
25,2,6,1,21,30000,5,6,4,2,4,1,2,1,1,1,3,59,06
42,1,1,1,21,18000,5,6,4,2,1,0,1,0,6,2,1,385,06
65,2,1,1,19,87300,1,6,4,2,1,0,3,1,1,1,1,32,06
34,1,8,11,14,38000,5,6,4,2,1,0,3,2,1,2,3,48,06
24,1,9,2,19,50000,5,6,4,2,1,1,6,1,1,1,3,232,06
47,2,6,1,21,186000,1,6,4,2,4,1,3,11,1,1,1,226,06
66,2,9,2,9,0,1,6,4,2,5,4,7,0,6,2,1,159,06
22,2,2,1,16,9000,5,6,4,2,1,0,6,1,1,1,3,288,06
48,1,6,1,21,687000,1,6,4,2,4,1,4,11,1,2,1,60,06
33,2,1,1,16,38600,5,6,4,2,1,0,5,1,1,2,3,110,06
66,2,1,1,20,44000,1,6,4,2,1,0,2,0,6,2,3,99,06
63,2,1,1,18,26300,1,6,4,2,1,0,3,0,6,1,1,39,06
69,2,6,1,16,68000,2,6,4,2,4,4,3,1,1,2,1,59,06
42,2,1,1,21,70100,1,6,4,2,1,0,3,1,1,1,3,64,06
5,2,1,1,2,-19999,5,6,0,2,1,0,4,0,0,1,2,358,06
10,2,8,7,6,-19999,5,6,0,2,5,3,3,0,0,2,3,125,06
23,1,8,2,21,7700,5,6,4,2,1,1,4,0,6,2,3,254,06
22,2,8,2,19,20000,5,6,4,1,1,1,7,1,1,2,3,181,06
85,1,1,1,22,1156000,1,6,4,1,4,0,2,10,1,2,2,95,06
8,2,6,1,5,-19999,5,6,0,2,1,0,4,0,0,1,3,113,06
66,1,1,1,22,34200,1,6,2,1,1,0,2,0,6,2,2,74,06
48,1,9,1,19,340000,1,6,4,2,1,0,5,11,1,1,1,67,06
19,1,8,2,18,0,5,6,4,2,1,2,3,0,6,2,1,96,06
37,2,1,1,16,0,1,6,4,2,1,0,1,0,6,2,0,39,06
19,2,9,2,16,0,5,6,4,2,1,0,3,0,6,1,2,94,06
67,1,1,1,16,43000,1,6,4,2,1,0,2,0,6,1,2,58,06
52,2,9,24,18,61100,1,6,4,2,1,0,3,1,1,2,1,133,06
32,2,2,1,21,12100,5,6,4,1,1,0,2,0,3,2,3,318,06
23,2,9,2,21,24000,5,6,4,2,1,0,4,1,1,1,1,93,06
68,2,8,2,15,11000,3,6,4,1,4,2,1,0,6,1,3,321,06
6,1,1,2,3,-19999,5,6,0,2,1,1,4,0,0,1,3,194,06
28,2,1,1,22,0,5,6,4,2,1,0,4,0,6,2,1,137,06
34,1,1,1,22,86360,5,6,4,2,1,0,3,1,1,1,1,68,06
34,1,9,2,15,38400,5,6,4,2,1,1,5,1,1,1,3,285,06
1,1,9,2,0,-19999,5,6,0,2,1,0,2,0,0,2,4,221,06
5,2,1,1,2,-19999,5,6,0,2,1,0,3,0,0,1,1,80,06
60,2,1,4,20,42300,1,6,4,1,4,1,2,1,1,1,1,113,06
72,1,6,1,20,48000,1,6,4,2,4,1,2,1,1,1,3,162,06
67,1,9,11,16,26000,1,6,4,2,4,3,3,0,6,2,3,75,06
23,2,8,2,16,14900,1,6,4,2,1,1,6,10,1,2,1,176,06
51,1,8,2,1,40000,1,6,4,2,1,1,9,1,1,1,3,78,06
12,1,9,1,8,-19999,5,6,0,2,1,0,3,0,0,1,1,59,06
64,1,1,1,16,48000,1,6,4,2,1,0,7,0,6,1,1,107,06
0,2,1,1,0,-19999,5,6,0,2,1,0,4,0,0,2,3,64,06
30,2,1,1,22,12000,1,6,4,2,1,0,2,11,1,2,3,94,06
26,2,8,2,21,75000,1,6,4,1,1,1,3,0,2,2,3,74,06
61,1,1,1,21,107000,4,6,4,2,1,0,1,11,1,1,1,93,06
30,1,6,1,22,90000,5,6,4,2,1,0,8,1,1,1,1,62,06
46,1,1,1,22,44000,5,6,4,1,1,0,1,10,1,1,3,173,06
55,2,1,2,23,85000,1,6,4,2,1,0,4,1,1,1,1,241,06
53,2,6,1,1,103000,1,6,4,2,4,2,2,1,1,2,2,201,06
59,2,1,1,18,1500,1,6,4,2,1,0,2,0,6,1,1,65,06
62,1,6,1,16,45000,1,6,4,2,4,3,3,0,6,2,3,74,06
31,1,8,2,16,70000,1,6,4,2,1,0,4,1,1,1,2,58,06
18,2,9,1,19,1600,5,6,4,2,1,0,3,0,6,2,1,217,06
29,2,8,9,21,55000,5,6,4,1,1,1,2,1,1,1,3,63,06
69,1,6,1,21,0,1,6,4,2,5,3,3,0,6,2,1,148,06
24,2,6,1,21,130000,5,6,4,2,1,0,3,1,1,1,1,184,06
36,2,9,4,16,24000,5,6,4,2,1,0,10,1,1,1,3,224,06
44,2,6,1,22,108000,1,6,4,2,4,2,4,1,1,1,1,60,06
45,2,9,1,21,125000,5,6,4,2,4,0,1,1,1,1,1,105,06
90,2,1,1,16,1500,2,6,4,1,1,0,3,0,6,2,1,67,06
50,1,8,2,9,25000,1,6,4,2,5,4,7,1,1,2,3,83,06
34,2,9,2,23,160000,1,6,4,2,1,1,4,1,1,1,3,284,06
1,1,8,2,0,-19999,5,6,0,2,1,0,8,0,0,2,3,116,06
50,1,1,1,21,100000,1,6,4,2,1,0,4,1,1,1,1,59,06
11,1,1,1,7,-19999,5,6,0,2,1,0,7,0,0,2,1,372,06
70,2,1,1,19,46400,2,6,4,2,1,0,3,0,6,1,1,105,06
39,1,6,1,21,129000,1,6,4,2,1,0,3,3,1,1,1,61,06
51,1,8,2,12,45000,1,6,4,2,5,2,3,1,1,1,1,108,06
66,1,1,1,21,174400,4,6,4,2,1,0,1,11,1,1,1,67,06
0,2,1,2,0,-19999,5,6,0,2,1,0,5,0,0,1,1,84,06
32,2,8,2,20,60000,1,6,4,2,1,2,2,1,1,1,3,67,06
4,2,1,2,1,-19999,5,6,0,2,1,0,10,0,0,2,3,73,06
10,2,9,11,7,-19999,5,6,0,2,1,1,5,0,0,2,3,137,06
44,1,1,2,14,53000,1,6,4,2,4,2,6,1,1,1,2,65,06
24,1,1,1,19,0,5,6,4,2,1,0,3,0,6,1,3,345,06
62,2,1,1,16,24500,1,6,4,2,1,0,4,11,1,1,1,164,06
25,2,2,1,16,16400,5,6,4,1,1,0,11,0,6,2,1,78,06
0,1,9,9,0,-19999,5,6,0,2,1,0,3,0,0,1,1,75,06
34,2,1,1,20,150000,5,6,4,2,5,1,1,1,1,2,3,63,06
28,1,9,1,23,500,1,6,4,2,1,0,2,1,1,2,3,76,06
45,1,2,1,20,55000,3,6,4,2,1,0,1,1,1,1,2,147,06
15,2,6,1,13,0,5,6,0,2,1,0,4,0,0,2,1,50,06
60,2,6,1,1,11500,1,6,4,2,4,1,11,0,6,1,3,91,06
79,1,1,2,9,16800,1,6,4,1,4,1,2,0,6,2,2,64,06
5,1,9,2,3,-19999,5,6,0,2,1,0,3,0,0,1,1,68,06
25,1,9,2,16,30000,5,6,4,2,1,1,6,1,1,1,3,100,06
39,2,8,2,13,0,5,6,4,2,5,4,3,0,6,2,3,184,06
24,1,9,2,16,44000,5,6,3,2,1,1,5,11,1,2,4,37,06
72,1,1,1,19,38200,1,6,4,2,1,0,2,0,6,2,2,50,06
21,1,2,1,19,45000,5,6,4,2,1,0,6,1,1,1,3,256,06
